page,position_on_page,title,card_url,price,rating,date,views,downloads,comments,author,preview,tags,source_page_url
16,31,"Групповая обработка номенклатуры ""Крутотенюшка"": выгрузка из 1С в Excel, правка и обратная загрузка в 1С с учетом изменений",https://infostart.ru/1c/tools/512690/,3 стартмани,22,11.04.2016,33493,75,41,O-Planet,"Эта обработка очень поможет при свертках, переносах, и т.д., когда нужно провести ревизию имеющейся номенклатуры, убрать лишнее, отредактировать, изменить реквизиты, добавить свойства и загрузить все с учетом выполненных изменений в 1С.",Загрузка и выгрузка в Excel | Подбор и обработка объектов | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1С:Управление торговлей 10 | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=16
16,32,Обработка выгрузки/загрузки табеля учета рабочего времени,https://infostart.ru/1c/tools/255816/,1 стартмани,11,04.02.2014,29484,75,5,arr,Обработка предназначена для выгрузки и загрузки табеля учета рабочего времени. Обработка выгружает шаблоны табеля учета рабочего времени в файлы Excel по подразделениям (для каждого подразделения один файл). И загружает введённые данные из этих же файлов.,Зарплата | Учет рабочего времени | Загрузка и выгрузка в Excel | Бухгалтер | 1С:Предприятие 8 | 1С:Зарплата и Управление Персоналом 2.5 | Бухгалтерский учет | Управленческий учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=16
16,33,Загрузка прайса. Выгрузка заказов покупателя для УТ 10.3,https://infostart.ru/1c/tools/180313/,1 стартмани,3,29.03.2013,12359,75,5,asher72,Часто необходимо отослать контрагенту прайс и создать заказ по выбранным позициям. Для этих целей служит эта обработка.,"Прайсы | Загрузка и выгрузка в Excel | Оптовая торговля | Ценообразование, анализ цен | Пользователь | 1С:Предприятие 8 | 1С:Управление торговлей 10 | Россия | Управленческий учет | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=16
16,34,"Загрузка данных отчета о реализации товаров из Excel файла ""Детский мир"" в 1С",https://infostart.ru/marketplace/1586939/,6100 руб.,48,23.01.2022,12932,74,0,0,"Загрузка данных отчета о реализации товаров из сервиса ""Детский мир"" для конфигурации 1С: Бухгалтерия предприятия, редакция 3.0; Управление торговлей, редакция 11; Управление торговлей, редакция 10.3; Управление нашей фирмой, редакция 3.0 и Розница, редакция 3.0 в документ ""Отчет комиссионера (агента) о продажах"".","Загрузка и выгрузка в Excel | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1С:Управление торговлей 10 | 1С:ERP Управление предприятием 2 | 1С:Бухгалтерия 3.0 | 1С:Управление торговлей 11 | 1С:Комплексная автоматизация 2.х | 1С:Управление нашей фирмой 3.0 | 1С:Розница 3.0 | Оптовая торговля, дистрибуция, логистика | Бухгалтерский учет | Управленческий учет | Платные (руб)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=16
16,35,Загрузка лицевых счетов в ЗУП 3.1 из Эксель,https://infostart.ru/1c/tools/1160069/,1 стартмани,1,27.11.2019,6048,74,4,Klinov,Обработка для загрузки лицевых счетов из файла Эксель в ЗУП 3.1.,Зарплата | Загрузка и выгрузка в Excel | Бухгалтер | 1С:Предприятие 8 | 1С:Зарплата и Управление Персоналом 3.x | Россия | Бухгалтерский учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=16
16,36,Загрузка изображений (картинок) из EXCEL в 1С 8.3,https://infostart.ru/1c/tools/1169710/,3 стартмани,4,18.12.2019,9372,74,10,ClickUp,"Обработка позволяет загрузить изображения из EXCEl в 1С 8.3 (УФ), в номенклатуру в стандартный реквизит изображения.",Загрузка и выгрузка в Excel | Пользователь | 1С:Предприятие 8 | 1С:Розница 2 | 1С:Управление торговлей 11 | Россия | Управленческий учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=16
16,37,Загрузка цен из прайс-листа для УНФ 1.4,https://infostart.ru/1c/tools/179630/,1 стартмани,6,26.03.2013,10054,74,1,Neidl,"Простенькая обработка по загрузке цен из Excel в регистр цен, с возможностью указания вида цены и группы номенклатуры.","Прайсы | Ценообразование, анализ цен | Загрузка и выгрузка в Excel | Пользователь | 1С:Предприятие 8 | 1С:Управление нашей фирмой 1.6 | Розничная и сетевая торговля (FMCG) | Россия | Управленческий учет | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=16
16,38,"Загрузка данных из файла Excel в 1С: БП 2.0, 3.0, БАУ 2.0, УПП 1.3, УТ 10.3, 11.4 (установка Excel не требуется)",https://infostart.ru/1c/tools/1329145/,3 стартмани,15,19.11.2020,7164,73,0,Denr83,Обработка (расширение) позволяет быстро загрузить данные из файла Excel в 1С без установки Excel.,Загрузка и выгрузка в Excel | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1С:Бухгалтерия 2.0 | 1С:Управление торговлей 10 | 1С:Управление производственным предприятием | 1С:Бухгалтерия 3.0 | 1С:Бухгалтерия автономного учреждения | 1С:Управление торговлей 11 | Бухгалтерский учет | Управленческий учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=16
16,39,Загрузка прайса поставщиков,https://infostart.ru/1c/tools/1356310/,1 стартмани,6,06.01.2021,10060,73,6,TimurD,В мире существует множество различных обработок по загрузке цен поставщиков: Универсальные (с загрузкой картинок и Бог его знает еще чего) и не очень. Вставлю и я свои 5 копеек.,Прайсы | Загрузка и выгрузка в Excel | Пользователь | 1С:Предприятие 8 | 1С:Управление торговлей 11 | Россия | Управленческий учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=16
16,40,"Выгрузка отчета в Excel с формулами, используя заполнение - шаблон макета для сложных формул",https://infostart.ru/1c/tools/869535/,1 стартмани,21,18.07.2018,27834,73,18,_root,"Каждому программисту 1с, хоть раз, да приходилось писать выгрузку отчета из 1С в Excel с формулами. Есть много вариантов как это сделать. Но мне захотелось это сделать ""по нормальному"", используя как можно меньше кода выгрузки в excel, и так чтобы проще было дорабатывать. Идея была проста, все формулы засунуть в макет, и при выводе в Excel просто ""проинициализировать"" их. Но меня ждал облом, который мне пришлось героически преодолевать. Спойлер - в итоге все получилось...)",Загрузка и выгрузка в Excel | Программист | 1С:Предприятие 8 | 1C:Бухгалтерия | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=16
17,1,Универсальная загрузка из Excel,https://infostart.ru/1c/tools/317369/,1 стартмани,1,09.12.2014,8469,73,4,Jarold,Импорт (Загрузка) из внешнего источника (из Ексель) в 1С 8.3 УТ 11 (Управление торговлей 11),Загрузка и выгрузка в Excel | Пользователь | 1С:Предприятие 8 | 1С:Управление торговлей 11 | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,2,Обработка для загрузки номенклатуры и цен из Exсel в торговлю,https://infostart.ru/1c/tools/121031/,1 стартмани,6,16.03.2012,2818,73,4,Felina_aj,Позволяет загрузить позиции номенклатуры и их цены в базу,"Загрузка и выгрузка в Excel | Прайсы | Ценообразование, анализ цен | 1С:Предприятие 8 | 1С:Управление торговлей 10 | Россия | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,3,Управляемые формы. Заполнение объекта. Загрузка накладной из Excel.,https://infostart.ru/1c/tools/247917/,1 стартмани,3,25.12.2013,4627,72,0,polia,Пример обработки заполнения табличной части с заполнением параметров в дополнительной форме.,Загрузка и выгрузка в Excel | Программист | 1С:Предприятие 8 | 1С:Розница 2 | Россия | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,4,Выгрузка проводок из ЗиК 7.7 (бюджет) в БГУ 8.2 Часть 2. Автоматическая загрузка проводок по зарплате из файлов Excel в БГУ 8.2 (для БГУ редакции 15.3 и выше),https://infostart.ru/1c/tools/168534/,1 стартмани,7,08.01.2013,19512,72,4,bkn_oktava,"Обработка автоматически загружает данные из файлов Excel в документ ""Отражение зарплаты в учете"", формируя проводки по начислениям, удержаниям и выплатам зарплаты, полностью соответствующим отчету ЗиК 7.7 ""Свод проводок и данных налогового учета"".","Загрузка и выгрузка в Excel | Зарплата | Программист | Бухгалтер | 1С:Предприятие 8 | 1С:Зарплата и кадры 7.7 | 1С:Бухгалтерия государственного учреждения | Государственные, бюджетные структуры | Россия | Бюджетный учет | ФОМС, ЕФС | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,5,Загрузка цен для УТ 11.1 из EXCEL,https://infostart.ru/1c/tools/330886/,1 стартмани,5,18.02.2015,5072,71,8,DethClought,"С помощью обработки можно заполнить документ ""Установка цен номенклатуры"" из EXCEL.",Загрузка и выгрузка в Excel | 1С:Предприятие 8 | 1С:Управление торговлей 10 | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,6,"Чтение документа Excel 2007 без офиса, без ВК.",https://infostart.ru/1c/tools/202023/,1 стартмани,6,27.09.2013,17445,71,4,webstep,"Вот пришлось вернуться к теме чтения из Excel, начатую в http://infostart.ru/public/19139",Загрузка и выгрузка в Excel | Программист | 1С:Предприятие 8 | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,7,Загрузка данных табличного документа (доработанная),https://infostart.ru/1c/tools/68309/,1 стартмани,9,31.03.2010,4703,71,4,igorilla,"- возможность записи штрихкода и единицы хранения остатков при записи номенклатуры - сохранение настройки с сохранением нумерации колонок Примечание: штрихкод принимается как 12-значный, 13-ый символ расчитывается в обработке","Загрузка и выгрузка в Excel | Логистика, склад и ТМЦ | Системный администратор | Программист | 1С:Предприятие 8 | 1C:Бухгалтерия | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,8,Загрузка начальных остатков взаиморасчетов с партнерами из файла Excel для конфигурации ERP,https://infostart.ru/1c/tools/948628/,1 стартмани,3,23.11.2018,10116,70,17,Hokum,"Простая обработка, позволяет загрузить взаиморасчеты с партнерами из файла excel в документ ""Ввод остатков"".",Загрузка и выгрузка в Excel | Взаиморасчеты | Программист | Бухгалтер | 1С:Предприятие 8 | 1С:ERP Управление предприятием 2 | Украина | Бухгалтерский учет | Управленческий учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,9,Загрузка клиентов из Excel в УТ 11.3,https://infostart.ru/1c/tools/640304/,1 стартмани,9,04.07.2017,18055,70,2,samoylov093,"Обработка для комплексной загрузки информации о клиентах, заполнение справочников партнеры и контрагенты, контактной информации, создание банков и банковских счетов, создание документа о задолженности клиентов.","Загрузка и выгрузка в Excel | Банковские операции | Управление взаимоотношениями с клиентами (CRM) | Взаиморасчеты | Оптовая торговля | Бухгалтер | Руководитель проекта | 1С:Предприятие 8 | 1С:Управление торговлей 11 | Розничная и сетевая торговля (FMCG) | Оптовая торговля, дистрибуция, логистика | Россия | Управленческий учет | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,10,УТ 10.3 загрузка номенклатуры и остатков с характеристиками,https://infostart.ru/1c/tools/294209/,1 стартмани,2,29.07.2014,6204,70,4,snip,"Обработки позволяют: загрузить номенклатуру (картинку, единицы измерения) из XLS и загрузить остатки с учетом характеристик товара (создает характеристики если их нет). Файлы XLS для примера присутствуют.",Загрузка и выгрузка в Excel | 1С:Предприятие 8 | 1С:Управление торговлей 10 | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,11,"Установка цен номенклатуры из Excel (1С:Предприятие 8.2 Конфигурация ""Управление торговым предприятием для Украины"")",https://infostart.ru/1c/tools/147854/,1 стартмани,7,17.08.2012,17663,70,2,Kserken,Простая в использовании обработка для установки цен номенклатуры из Excel.,"Ценообразование, анализ цен | Загрузка и выгрузка в Excel | Руководитель проекта | 1С:Предприятие 8 | 1C:Бухгалтерия | Украина | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,12,Выгрузка начислений в Альфа банк,https://infostart.ru/1c/tools/158317/,1 стартмани,0,26.10.2012,7517,70,7,Tolyas,Обработка позволяет подготовить файл начислений для Альфа банка.,Зарплата | Печатные формы | Загрузка и выгрузка в Excel | Обмен с интернет-банком | Программист | Бухгалтер | 1С:Предприятие 8 | 1С:Комплексная автоматизация 1.х | 1С:Бухгалтерия 2.0 | 1С:Зарплата и Управление Персоналом 2.5 | 1С:Управление производственным предприятием | Россия | Бухгалтерский учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,13,Загрузка начислений зарплаты из Excel,https://infostart.ru/1c/tools/149397/,1 стартмани,7,28.08.2012,11142,70,2,umiro54,"Загрузка начисления ЗП из Excel для 1С:8.2 Управление торговым предприятием для Казахстана, Бухгалтерия для Казахстана, редакция 1.5 Обработка предназначена для загрузки начислений из Excel (например, когда надо рассчитать по-особому зарплату, а настроить в 1С не получается или нет времени).",Загрузка и выгрузка в Excel | Зарплата | Системный администратор | Программист | Бухгалтер | 1С:Предприятие 8 | 1С:Бухгалтерия 2.0 | 1С:Управление торговлей 10 | Казахстан | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,14,Обработка для загрузки счетов-фактур из Excel в 1С 7.7,https://infostart.ru/1c/tools/104804/,1 стартмани,6,17.01.2012,15223,70,5,griff19,"Обработка для загрузки счетов-фактур из Excel в 1С 7.7 и создания документа ""Поступление Товаров""",Загрузка и выгрузка в Excel | Системный администратор | Программист | Бухгалтер | Бухгалтерский учет 7.7 | 1C77 | Бухгалтерский учет | Налоговый учет | НДС | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,15,Загрузка бухгалтерских операций из шаблона Excel для Бухгалтерии 3.0,https://infostart.ru/1c/tools/954859/,1 стартмани,2,30.11.2018,7695,69,5,MegaKZ,Загрузка (корректировка) бухгалтерских операций в созданный файл операции (бухгалтерский и налоговый учет).,Загрузка и выгрузка в Excel | Бухгалтер | 1С:Предприятие 8 | 1C:Бухгалтерия | Казахстан | Бухгалтерский учет | Налоговый учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,16,Загрузка индивидуальных графиков работы из шаблона Excel для ЗУП 3.1,https://infostart.ru/1c/tools/958197/,1 стартмани,8,05.12.2018,9746,69,3,ejka,Загрузка индивидуальных графиков работы из шаблона Excel для ЗУП 3.1. Помимо чтения из файла обработка анализирует правильность заполнения шаблона и сообщает о найденных ошибках.,Загрузка и выгрузка в Excel | Зарплата | Учет рабочего времени | Бухгалтер | 1С:Предприятие 8 | 1С:Зарплата и Управление Персоналом 3.x | Бухгалтерский учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,17,"Обмен данными с банком Открытие (лицевые счета, ведомость по заработной плате). ЗУП 3.1",https://infostart.ru/1c/tools/728599/,1 стартмани,0,17.01.2018,9174,69,1,azimuthotels1,"Обработка необходимо для бухгалтеров, которые работают с банком Открытие, и хотят автоматизировать процесс загрузки лицевых счетов в базу ЗУП 3.1 и выгрузки реестра на заработную плату из ЗУП 3.1.",Загрузка и выгрузка в Excel | Обмен с интернет-банком | Банковские операции | Зарплата | Бухгалтер | 1С:Предприятие 8 | 1С:Зарплата и Управление Персоналом 3.x | Россия | Бухгалтерский учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,18,Из OpenOffice в УТ Установка цен номенклатуры,https://infostart.ru/1c/tools/101245/,1 стартмани,5,09.12.2011,10422,69,7,Myst_,Решаем задачу загрузки данных из таблиц OpenOffice в УТ.,"Загрузка и выгрузка в Excel | Розничная торговля | Ценообразование, анализ цен | Программист | 1С:Предприятие 8 | 1С:Управление торговлей 10 | Россия | Управленческий учет | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,19,Групповое формирование и выгрузка на диск бухгалтерских отчетов,https://infostart.ru/1c/reports/954847/,10 стартмани,8,30.11.2018,15130,68,37,Andryza,"Обработка формирует бухгалтерские отчеты, типа ОСВ, Анализ счета, Карточка счета и т.д. и сохраняет их результат в указанном каталоге на диске в виде файлов Excel. Разрабатывалась на версии БП 3.0.65, но думаю, подойдет и для более ранних релизов. ВНИМАНИЕ: На актуальных релиза не работает, на 3.0.82 и выше проверялось. Не передаются параметры с формы, типа период, организация, признаки учета. Планируется доработка под актуальные релизы 1с","Оборотно-сальдовая ведомость, Анализ счета | Загрузка и выгрузка в Excel | Бухгалтер | 1С:Предприятие 8 | 1С:Бухгалтерия 3.0 | Бухгалтерский учет | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,20,"Универсальная загрузка остатков и цен поставщиков в 1С (УТ 11, КА 2, ERP 2.0) из файлов Excel, CSV, XML (YML и CML)",https://infostart.ru/marketplace/579170/,122000 руб.,72,23.01.2017,64090,68,52,52,"Обработка позволяет легко настроить загрузку прайс-листов и остатков поставщиков. Форматы файлов задаются для каждого поставщика отдельно. В настройках предусмотрена возможность гибкой обработки входящих данных (убрать лишние символы, пересчитать цены в другую валюту, сделать произвольную наценку и т.д.).","Прайсы | Оптовая торговля | Розничная торговля | Ценообразование, анализ цен | Файловый обмен (TXT, XML, DBF), FTP | Загрузка и выгрузка в Excel | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1С:ERP Управление предприятием 2 | 1С:Управление торговлей 11 | 1С:Комплексная автоматизация 2.х | Управленческий учет | Платные (руб)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,21,"Загрузка номенклатуры, остатков и цен. Розница 2.2, 2.3",https://infostart.ru/1c/tools/1039956/,1 стартмани,9,08.04.2019,41549,68,33,RustIG,"Загрузка номенклатуры, остатков и цен из макета табличного документа (из эксель ""вручную"") + макет ценника со штрихкодом. Розница 2.2,2.3.","Загрузка и выгрузка в Excel | Розничная торговля | Логистика, склад и ТМЦ | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1С:Розница 2 | Россия | Управленческий учет | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,22,Заполнение документа Премия из Excel в ЗУП 3.1,https://infostart.ru/1c/tools/671804/,1 стартмани,5,11.09.2017,13083,68,16,wonderboy,"Подключаемая внешняя обработка заполнения табличной части документа Премия. Вызов заполнения открывает табличный документ, в который можно скопировать данные из Эксель. Из табличного документа данные переносятся в табличную часть документа.",Зарплата | Загрузка и выгрузка в Excel | Бухгалтер | 1С:Предприятие 8 | 1С:Зарплата и Управление Персоналом 3.x | Бухгалтерский учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,23,"Загрузка УПД из Excel в документ ""Поступление товаров и услуг"". Бухгалтерия 3.0",https://infostart.ru/1c/tools/691063/,3 стартмани,2,25.10.2017,12049,68,13,annasalnikova,"Обработка загружает данные из УПД в Excel в документ ""Поступление товаров и услуг"" и создает счет-фактуру полученную.","Загрузка и выгрузка в Excel | Оптовая торговля | Производство готовой продукции (работ, услуг) | Логистика, склад и ТМЦ | Бухгалтер | 1С:Предприятие 8 | 1С:Бухгалтерия 3.0 | Россия | Бухгалтерский учет | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,24,"Пакетная печать документов с возможностью сохранения в файл xls, mxl, pdf.",https://infostart.ru/1c/tools/312798/,1 стартмани,5,16.11.2014,13703,68,2,Al_ph,"Возможность выбрать список документов для пакетной печати или выгрузки в файл. Настройки позволяют выбрать печатную форму если их несколько и наложить дополнительные условия на встроенном языке для каждого вида печатных форм. Требует доработки документов - процедуры печати должны быть ""экспортные"".",Пакетная печать | Загрузка и выгрузка в Excel | Бухгалтер | 1С:Предприятие 8 | 1С:Управление производственным предприятием | Украина | Бухгалтерский учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,25,"Обработки загрузки данных в документ ""Поступление товаров и услуг"" со счетов-фактур в формате Excel. Обычное приложение",https://infostart.ru/1c/tools/187045/,1 стартмани,3,21.05.2013,11289,68,10,mentozavr,Обработки загрузки данных со счетов-фактур в формата Excel.,"Загрузка и выгрузка в Excel | Логистика, склад и ТМЦ | 1С:Предприятие 8 | 1С:Бухгалтерия 2.0 | 1С:Управление производственным предприятием | Россия | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,26,Перенос остатков и цен номенклатуры из УСН 7.7 в УТ 10.3,https://infostart.ru/1c/tools/104569/,1 стартмани,10,15.01.2012,10881,68,4,ErrorEd88,"В этой публикации приведена последовательность действий, как из конфигурации 1С 7.7 УСН, наименьшими усилиями, на мой взгляд - сделать перенос цен и остатков номенклатуры в конфигурацию Управление Торговлей 10.3.","Загрузка и выгрузка в Excel | Логистика, склад и ТМЦ | Ценообразование, анализ цен | Перенос данных 1C | Программист | 1С:Предприятие 8 | 1С:Управление торговлей 10 | Россия | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,27,Загрузка ОКСМ (Общероссийского классификатора стран мира) из Экселя в 1С,https://infostart.ru/1c/tools/97425/,1 стартмани,5,07.11.2011,28740,68,1,Evgeniy,Возникла надобность загрузить все страны мира в 5 разных баз 1С полностью. Стандартный механизм даем возможность загружать поштучно каждую страну + стандартный классификатор немного устарел. Пришлось быстро написать обработку для автоматической загрузки классификатора ОКСМ (Общероссийского классификатора стран мира) в базу 1С.,Загрузка и выгрузка в Excel | 1С:Предприятие 8 | 1С:Комплексная автоматизация 1.х | 1С:Бухгалтерия 2.0 | 1С:Управление торговлей 10 | 1С:Управление производственным предприятием | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,28,"Загрузка данных отчета о реализации товаров из Excel файла Lamoda ""Купишуз""",https://infostart.ru/marketplace/1393439/,6100 руб.,25,01.03.2021,11994,67,0,0,"Загрузка данных отчета о реализации товаров из сервиса Lamoda «Ламода» для конфигурации: 1С:Бухгалтерия предприятия, редакция 3.0; 1C:Управление торговлей, редакция 11 и 1C:Управление нашей фирмой, редакция 3.0 в документ ""Отчет комиссионера (агента) о продажах"".",Загрузка и выгрузка в Excel | Программист | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1С:ERP Управление предприятием 2 | 1С:Бухгалтерия 3.0 | 1С:Управление торговлей 11 | 1С:Комплексная автоматизация 2.х | 1С:Управление нашей фирмой 3.0 | 1С:Розница 3.0 | Розничная и сетевая торговля (FMCG) | Управленческий учет | Платные (руб),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,29,Универсальная загрузка из Excel в табель. ЗУП 3.1,https://infostart.ru/1c/tools/1784514/,10 стартмани,11,11.01.2023,6418,67,10,perepetulichka,"Обработка предназначена для загрузки табелей из Excel в ЗУП 3.1. Загружать можно как по одному файлу, так и из нескольких файлов одновременно.",Учет рабочего времени | Загрузка и выгрузка в Excel | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1С:Зарплата и Управление Персоналом 3.x | Россия | Бухгалтерский учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,30,Вы больше не будете разбирать Excel как раньше,https://infostart.ru/1c/tools/824670/,1 стартмани,130,07.05.2018,45405,67,34,m-rv,"Кому не приходилось разбирать файлы в формате Excel? Все матерятся, плюются, требуют обещаний что ""это в последний раз"", но таки пишут загрузку из Excel. Потом форматы меняются, строки съезжают, колонки переставляют... Вам это не надоело?",Загрузка и выгрузка в Excel | Программист | 1С:Предприятие 8 | 1C:Бухгалтерия | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
17,31,"Параллельный расчет ЗУП 2.5 ЗУП 3.0 (отпуска, больничные, командировки)",https://infostart.ru/1c/tools/356109/,1 стартмани,11,14.05.2015,23184,67,12,perepetulichka,"Обработка немного упрощает перенос данных при параллельном расчете. Документы в ЗУП 3.0 создаются заполненными, но не рассчитанными (в ЗУП 3.0 функции расчета расположены в форме объекта).",Загрузка и выгрузка в Excel | Зарплата | Кадровый учет | Бухгалтер | 1С:Предприятие 8 | 1С:Зарплата и Управление Персоналом 2.5 | 1С:Зарплата и Управление Персоналом 3.x | Бухгалтерский учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=17
